,consumption,year,minaddress,maxaddress,minweek,maxweek,minweekday,maxweekday,mintime,maxtime,orig_pid,orig_address,orig_year,orig_week,orig_weekday,orig_time,delta,k,beta,tau,mu,l,dp,tkc,norm_il,tuple_count,cluster_label
0,237.536656891496,2014.0,10553109870.0,10558101067.0,46.0,46.0,1.0,1.0,0.0,0.0,190.0,10557107078.0,2014.0,46.0,1.0,0.0,10,10,200000,0.0,100000,1,False,50,,17,47
1,19.9146514935989,2014.0,10553109870.0,10558101067.0,46.0,46.0,1.0,1.0,0.0,0.0,2.0,10557107834.0,2014.0,46.0,1.0,0.0,10,10,200000,0.0,100000,1,False,50,,17,47
2,45.8071625344353,2014.0,10553109870.0,10558101067.0,46.0,46.0,1.0,1.0,0.0,0.0,237.0,10557102951.0,2014.0,46.0,1.0,0.0,10,10,200000,0.0,100000,1,False,50,,17,47
3,382.207578253707,2014.0,10553109870.0,10558101067.0,46.0,46.0,1.0,1.0,0.0,0.0,98.0,10557101360.0,2014.0,46.0,1.0,0.0,10,10,200000,0.0,100000,1,False,50,,17,47
4,69.6167883211679,2014.0,10553109870.0,10558101067.0,46.0,46.0,1.0,1.0,0.0,0.0,256.0,10556110574.0,2014.0,46.0,1.0,0.0,10,10,200000,0.0,100000,1,False,50,,17,47
5,102.5,2014.0,10553109870.0,10558101067.0,46.0,46.0,1.0,1.0,0.0,0.0,236.0,10558101067.0,2014.0,46.0,1.0,0.0,10,10,200000,0.0,100000,1,False,50,,17,47
6,37.6107298814722,2014.0,10553109870.0,10558101067.0,46.0,46.0,1.0,1.0,0.0,0.0,156.0,10555104769.0,2014.0,46.0,1.0,0.0,10,10,200000,0.0,100000,1,False,50,,17,47
7,260.252365930599,2014.0,10553109870.0,10558101067.0,46.0,46.0,1.0,1.0,0.0,0.0,189.0,10554106152.0,2014.0,46.0,1.0,0.0,10,10,200000,0.0,100000,1,False,50,,17,47
8,76.6721044045677,2014.0,10553109870.0,10558101067.0,46.0,46.0,1.0,1.0,0.0,0.0,58.0,10554101829.0,2014.0,46.0,1.0,0.0,10,10,200000,0.0,100000,1,False,50,,17,47
9,12810.8108108108,2014.0,10553109870.0,10558101067.0,46.0,46.0,1.0,1.0,0.0,0.0,370.0,10553109870.0,2014.0,46.0,1.0,0.0,10,10,200000,0.0,100000,1,False,50,,17,47
10,248.855633802817,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,324.0,10551103771.0,2014.0,46.0,1.0,0.0,10,10,200000,0.7133036818794003,100000,1,False,50,,21,19
11,302.349336057201,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,148.0,10552107459.0,2014.0,46.0,1.0,0.0,10,10,200000,0.7133036818794003,100000,1,False,50,,21,19
12,149.804597701149,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,245.0,10552100728.0,2014.0,46.0,1.0,0.0,10,10,200000,0.7133036818794003,100000,1,False,50,,21,19
13,62.8800611153552,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,321.0,10553101264.0,2014.0,46.0,1.0,0.0,10,10,200000,0.7133036818794003,100000,1,False,50,,21,19
14,68.4600577478345,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,311.0,10551103245.0,2014.0,46.0,1.0,0.0,10,10,200000,0.7133036818794003,100000,1,False,50,,21,19
15,39.2334905660377,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,170.0,10553106780.0,2014.0,46.0,1.0,0.0,10,10,200000,0.7133036818794003,100000,1,False,50,,21,19
16,47.9414225941423,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,179.0,10557109015.0,2014.0,46.0,1.0,0.0,10,10,200000,0.7133036818794003,100000,1,False,50,,21,19
17,61.9946272666219,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,296.0,10555100143.0,2014.0,46.0,1.0,0.0,10,10,200000,0.7133036818794003,100000,1,False,50,,21,19
18,431.578947368421,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,86.0,10558106828.0,2014.0,46.0,1.0,0.0,10,10,200000,0.7133036818794003,100000,1,False,50,,21,19
19,57.7842003853564,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,184.0,10556103723.0,2014.0,46.0,1.0,0.0,10,10,200000,0.7133036818794003,100000,1,False,50,,21,19
20,123.373493975904,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,295.0,10555102572.0,2014.0,46.0,1.0,0.0,10,10,200000,0.7133036818794003,100000,1,False,50,,21,19
21,24.7718383311604,2014.0,10553109870.0,10558101067.0,46.0,46.0,1.0,1.0,0.0,0.0,149.0,10557106623.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,17,47
22,208.061002178649,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,325.0,10551105870.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,21,19
23,39.4365192582026,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,167.0,10557101357.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,21,19
24,297.340067340067,2014.0,10553109870.0,10558101067.0,46.0,46.0,1.0,1.0,0.0,0.0,299.0,10555101611.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,17,47
25,102.628285356696,2014.0,10551103245.0,10558106828.0,46.0,46.0,1.0,1.0,0.0,0.0,72.0,10557107636.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,21,19
26,26.7489711934156,2014.0,10551101523.0,10559110024.0,46.0,46.0,1.0,1.0,0.0,0.0,24.0,10559110024.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,23,13
27,28.4853168469861,2014.0,10551101523.0,10559110024.0,46.0,46.0,1.0,1.0,0.0,0.0,270.0,10554102712.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,23,13
28,51.2214342001576,2014.0,10551101523.0,10559110024.0,46.0,46.0,1.0,1.0,0.0,0.0,66.0,10556106557.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,23,13
29,97.0464135021097,2014.0,10551101523.0,10559110024.0,46.0,46.0,1.0,1.0,0.0,0.0,35.0,10554101846.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,23,13
30,6.21820237422272,2014.0,10551101523.0,10559110024.0,46.0,46.0,1.0,1.0,0.0,0.0,7.0,10557101666.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,23,13
31,132.113821138211,2014.0,10551101523.0,10559110024.0,46.0,46.0,1.0,1.0,0.0,0.0,4.0,10554103167.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,23,13
32,108.179419525066,2014.0,10551101523.0,10559110024.0,46.0,46.0,1.0,1.0,0.0,0.0,87.0,10558102330.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,23,13
33,135.711060948081,2014.0,10551101523.0,10559110024.0,46.0,46.0,1.0,1.0,0.0,0.0,292.0,10551101523.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,23,13
34,46.1304115446285,2014.0,10551101523.0,10559110024.0,46.0,46.0,1.0,1.0,0.0,0.0,251.0,10552108628.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,23,13
35,54.6005917159763,2014.0,10551101523.0,10559110024.0,46.0,46.0,1.0,1.0,0.0,0.0,183.0,10553101866.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,23,13
36,46.0992907801418,2014.0,10551101523.0,10559110024.0,46.0,46.0,1.0,1.0,0.0,0.0,71.0,10551102840.0,2014.0,46.0,1.0,0.0,10,10,200000,0.8566518409397001,100000,1,False,50,,23,13
37,38.1679389312977,2014.0,10552108531.0,10559110871.0,46.0,46.0,1.0,1.0,0.0,0.0,56.0,10559103966.0,2014.0,46.0,1.0,0.0,10,10,200000,0.9044345606264668,100000,1,False,50,,17,38
38,66.7454223272298,2014.0,10552108531.0,10559110871.0,46.0,46.0,1.0,1.0,0.0,0.0,145.0,10558100717.0,2014.0,46.0,1.0,0.0,10,10,200000,0.9044345606264668,100000,1,False,50,,17,38
39,87.4544508068714,2014.0,10552108531.0,10559110871.0,46.0,46.0,1.0,1.0,0.0,0.0,221.0,10557109051.0,2014.0,46.0,1.0,0.0,10,10,200000,0.9044345606264668,100000,1,False,50,,17,38
40,318.076027928627,2014.0,10552108531.0,10559110871.0,46.0,46.0,1.0,1.0,0.0,0.0,226.0,10559100528.0,2014.0,46.0,1.0,0.0,10,10,200000,0.9044345606264668,100000,1,False,50,,17,38
41,75.9913793103448,2014.0,10552108531.0,10559110871.0,46.0,46.0,1.0,1.0,0.0,0.0,297.0,10553105723.0,2014.0,46.0,1.0,0.0,10,10,200000,0.9044345606264668,100000,1,False,50,,17,38
42,106.382978723404,2014.0,10552108531.0,10559110871.0,46.0,46.0,1.0,1.0,0.0,0.0,37.0,10559110871.0,2014.0,46.0,1.0,0.0,10,10,200000,0.9044345606264668,100000,1,False,50,,17,38
43,89.0336590662323,2014.0,10552108531.0,10559110871.0,46.0,46.0,1.0,1.0,0.0,0.0,74.0,10559103311.0,2014.0,46.0,1.0,0.0,10,10,200000,0.9044345606264668,100000,1,False,50,,17,38
44,7359.16666666667,2014.0,10552108531.0,10559110871.0,46.0,46.0,1.0,1.0,0.0,0.0,279.0,10555105138.0,2014.0,46.0,1.0,0.0,10,10,200000,0.9044345606264668,100000,1,False,50,,17,38
